2499.0,61.70311
2498.0,61.97319
2497.0,62.35771
2496.0,62.77924
2495.0,63.40837
2494.0,64.05993
2493.0,64.51082
2492.0,65.25278
2491.0,66.08095
2490.0,66.8766
2489.0,67.74397
2488.0,68.58997
2487.0,69.33603
2486.0,70.00103
2485.0,70.82758
2484.0,71.56401
2483.0,71.95501
2482.0,72.56365
2481.0,72.87969
2480.0,73.386
2479.0,73.43187
2478.0,73.63682
2477.0,73.65284
2476.0,73.351
2475.0,73.17486
2474.0,72.89286
2473.0,72.45502
2472.0,71.83924
2471.0,71.39158
2470.0,70.4999
2469.0,69.83404
2468.0,68.94579
2467.0,68.2332
2466.0,67.33608
2465.0,66.395
2464.0,65.61746
2463.0,64.69841
2462.0,63.87644
2461.0,63.23128
2460.0,62.73632
2459.0,62.19978
2458.0,61.64455
2457.0,61.39851
2456.0,61.13567
2455.0,61.12585
2454.0,60.94055
2453.0,61.09857
2452.0,61.44514
2451.0,61.7259
2450.0,62.11605
2449.0,62.66298
2448.0,63.48276
2447.0,64.01739
2446.0,64.69927
2445.0,65.57627
2444.0,66.58573
2443.0,67.09852
2442.0,68.05925
2441.0,68.82877
2440.0,69.69156
2439.0,70.44134
2438.0,71.24052
2437.0,71.87738
2436.0,72.25294
2435.0,72.81961
2434.0,73.23723
2433.0,73.43168
2432.0,73.68517
2431.0,73.7175
2430.0,73.74783
2429.0,73.66858
2428.0,73.17552
2427.0,72.65453
2426.0,72.29042
2425.0,71.58823
2424.0,71.04483
2423.0,70.29743
2422.0,69.35606
2421.0,68.61172
2420.0,67.60483
2419.0,66.70351
2418.0,65.78817
2417.0,64.95142
2416.0,64.1633
2415.0,63.35506
2414.0,62.76026
2413.0,62.25128
2412.0,61.6847
2411.0,61.45229
2410.0,60.98633
2409.0,60.70518
2408.0,60.94608
2407.0,60.91986
2406.0,61.09734
2405.0,61.58047
2404.0,61.91473
2403.0,62.50257
2402.0,62.93793
2401.0,63.68971
2400.0,64.45484
2399.0,65.30352
2398.0,66.08171
2397.0,66.92114
2396.0,67.79737
2395.0,68.80188
2394.0,69.46869
2393.0,70.55149
2392.0,71.13314
2391.0,71.78993
2390.0,72.42155
2389.0,72.90754
2388.0,73.40326
2387.0,73.75193
2386.0,73.89488
2385.0,74.04079
2384.0,73.96307
2383.0,73.74096
2382.0,73.63644
2381.0,73.24619
2380.0,72.58034
2379.0,72.24703
2378.0,71.5332
2377.0,70.70837
2376.0,70.02611
2375.0,69.0383
2374.0,68.11247
2373.0,67.32826
2372.0,66.35666
2371.0,65.38267
2370.0,64.65244
2369.0,63.91296
2368.0,62.70037
2367.0,62.13961
2366.0,62.09364
2365.0,61.23886
2364.0,60.75869
2363.0,60.65731
2362.0,60.70175
2361.0,60.41059
2360.0,60.6245
2359.0,60.97822
2358.0,61.31763
2357.0,62.07151
2356.0,62.58488
2355.0,63.3501
2354.0,63.89494
2353.0,64.8798
2352.0,65.95068
2351.0,66.70198
2350.0,67.55848
2349.0,68.62917
2348.0,69.21081
2347.0,70.29362
2346.0,71.00019
2345.0,71.53768
2344.0,72.19706
2343.0,72.79272
2342.0,73.32001
2341.0,73.71426
2340.0,73.66362
2339.0,74.04928
2338.0,73.77796
2337.0,73.89164
2336.0,73.39172
2335.0,72.98365
2334.0,72.51758
2333.0,72.0355
2332.0,71.16804
2331.0,70.52832
2330.0,69.65647
2329.0,68.76583
2328.0,67.95111
2327.0,66.96777
2326.0,66.0121
2325.0,65.063
2324.0,64.09101
2323.0,63.55257
2322.0,62.45518
2321.0,62.10508
2320.0,61.52124
2319.0,61.1165
2318.0,60.46295
2317.0,60.59255
2316.0,60.20908
2315.0,60.68325
